Market,Order Region,Category Name,Shipping Mode,total_orders,avg_days_variance,late_delivery_rate_pct,cancellation_rate_pct,total_sales,total_profit,total_losses
LATAM,South America,Shop By Sport,First Class,163,1,93.25,4.29,17375.88,710.73,-2456.36
USCA,US Center,Women's Apparel,Second Class,162,1.9,70.99,3.09,24150,3438.88,-1965.79
LATAM,Caribbean,Cleats,First Class,162,1,96.3,2.47,28615.23,4127.21,-2272.34
Europe,Western Europe,Indoor/Outdoor Games,Same Day,162,0.5,49.38,2.47,24790.08,2985.44,-2455.05
Europe,Western Europe,Cameras,Standard Class,162,0.1,38.27,1.85,73230.48,7476,-7767.84
LATAM,Caribbean,Women's Apparel,First Class,162,1,93.83,1.23,23750,2637.55,-2322.88
Pacific Asia,Oceania,Cleats,First Class,161,1,90.68,5.59,27355.44,2732.89,-2965.69
LATAM,Central America,Accessories,Standard Class,161,0.1,40.99,3.73,11370.45,1418.14,-1065.57
Europe,Southern Europe,Indoor/Outdoor Games,Second Class,161,2,75.78,4.97,24290.28,3172.48,-2496.07
Europe,Southern Europe,Women's Apparel,First Class,159,1,97.48,1.26,22350,2309.59,-2315.42
Africa,West Africa,Cardio Equipment,Standard Class,159,0.1,39.62,0.63,44585.58,5354.66,-3214.89
USCA,West of USA,Cleats,First Class,159,1,94.97,0.63,28015.33,4878.8,-2184.17
Pacific Asia,Eastern Asia,Cleats,Second Class,159,2,76.1,3.77,29515.08,2275.97,-3909.59
Europe,Southern Europe,Fishing,Second Class,158,2,79.11,3.8,63196.84,1934.03,-10193.42
Europe,Northern Europe,Women's Apparel,First Class,157,1,98.09,0.64,22500,156.93,-4183.59
Pacific Asia,Southeast Asia,Fishing,Second Class,156,1.8,75.64,1.28,62396.88,11321.47,-4108.76
Pacific Asia,Eastern Asia,Men's Footwear,Second Class,155,2.1,77.42,2.58,20148.45,-200.22,-4044.64
Africa,North Africa,Cardio Equipment,Standard Class,154,0,37.66,2.6,45925.44,3577.22,-5558.7
LATAM,Caribbean,Men's Footwear,First Class,154,1,95.45,2.6,20018.46,2637.06,-1952.34
USCA,West of USA,Women's Apparel,First Class,153,1,90.85,3.27,21350,1831.16,-2777.4
Pacific Asia,Southeast Asia,Women's Apparel,First Class,153,1,98.04,0.65,22000,1587.83,-2612.48
Europe,Northern Europe,Camping & Hiking,Second Class,152,1.7,75.66,1.32,45596.96,5299.68,-4351.3
USCA,South of  USA,Shop By Sport,Standard Class,152,-0.1,34.87,7.24,18145.62,914.3,-2697.85
USCA,US Center,Men's Footwear,Second Class,152,1.9,75,1.32,19758.48,2835.55,-1642.77
USCA,US Center,Women's Apparel,First Class,151,1,96.03,2.65,21900,3085.86,-1766.21
Africa,West Africa,Shop By Sport,Standard Class,151,-0.1,33.11,2.65,17855.67,1640.06,-1973.49
USCA,West of USA,Men's Footwear,First Class,150,1,94.67,2.67,19498.5,1621.6,-2448.54
Africa,North Africa,Camping & Hiking,Standard Class,150,-0.2,28.67,1.33,44997,188.17,-7660.62
Pacific Asia,Oceania,Water Sports,Second Class,149,1.8,73.83,0.67,29798.51,3361.6,-3133.28
USCA,East of USA,Indoor/Outdoor Games,Second Class,149,1.9,75.17,2.01,20441.82,4038.1,-1199.84
Europe,Southern Europe,Fishing,First Class,149,1,96.64,0.67,59597.02,9963.01,-3872.06
Europe,Southern Europe,Water Sports,First Class,149,1,96.64,1.34,30098.51,3005.32,-2997.13
Europe,Eastern Europe,Shop By Sport,Standard Class,148,-0.1,38.51,2.03,16935.81,1049.97,-2063.56
LATAM,Caribbean,Water Sports,Second Class,148,2,80.41,3.38,29598.52,2884.15,-3401.21
LATAM,South America,Electronics,Standard Class,147,0.1,42.18,2.04,17074.69,2275.9,-1299.3
Pacific Asia,South Asia,Water Sports,Second Class,146,1.9,76.03,1.37,29198.54,2055.76,-3671.18
Europe,Southern Europe,Water Sports,Second Class,146,1.8,78.08,0.68,29498.54,2179.67,-4307.74
USCA,East of USA,Women's Apparel,First Class,145,1,96.55,2.07,22250,3244.53,-1962.85
LATAM,Central America,Fishing,Same Day,145,0.5,51.03,2.76,57997.1,2633.4,-8879.69
Europe,Northern Europe,Cardio Equipment,Second Class,145,1.9,73.1,3.45,41275.89,1267.93,-6733.7
LATAM,Central America,Golf Balls,Standard Class,144,0,41.67,3.47,7789.59,1485.44,-327.69
Pacific Asia,South Asia,Indoor/Outdoor Games,Second Class,144,1.9,68.75,2.08,20891.64,2606.45,-1998.51
Europe,Northern Europe,Indoor/Outdoor Games,First Class,144,1,95.14,4.86,21991.2,2067.25,-2856.34
Pacific Asia,Southeast Asia,Indoor/Outdoor Games,First Class,144,1,95.83,2.78,22590.96,2059.34,-2599.11
Pacific Asia,Oceania,Men's Footwear,First Class,143,1,94.41,2.8,18588.57,1890.95,-2060.51
Pacific Asia,South Asia,Men's Footwear,First Class,143,1,97.9,0.7,18588.57,1074.93,-2695.77
Pacific Asia,South Asia,Women's Apparel,Second Class,143,2.2,81.12,0,22250,2909.44,-2063.64
Pacific Asia,Oceania,Indoor/Outdoor Games,First Class,143,1,90.91,4.9,21441.42,2125.65,-2152.99
LATAM,Central America,Water Sports,Same Day,142,0.4,40.85,1.41,28398.58,2229.52,-3815.94
Africa,Central Africa,Cleats,Standard Class,142,0,38.73,2.82,23576.07,2131.96,-3211.41
Africa,East Africa,Men's Footwear,Standard Class,141,0,39.72,2.13,18328.59,2646.62,-1271.83
Europe,Western Europe,Computers,Standard Class,141,0,41.84,2.13,211500,9115.1,-32571.58
Pacific Asia,South Asia,Women's Apparel,First Class,141,1,95.04,4.26,21250,1941.93,-2611.18
USCA,East of USA,Women's Apparel,Second Class,140,2,75,0,20950,2154.61,-2349.82
USCA,West of USA,Indoor/Outdoor Games,First Class,140,1,90,2.86,19892.04,2462.64,-1544.76
USCA,East of USA,Men's Footwear,First Class,139,1,94.96,2.88,18068.61,2171.26,-1789.46
USCA,West of USA,Water Sports,Second Class,139,2.1,79.86,0,27798.61,3954.69,-2061.15
Pacific Asia,West Asia,Women's Apparel,First Class,137,1,96.35,0,20300,3633.09,-1042.01
Pacific Asia,Southeast Asia,Fishing,First Class,137,1,94.89,2.92,54797.26,5516.68,-6008.44
Europe,Northern Europe,Fishing,First Class,137,1,94.89,2.19,54797.26,6512.44,-5298.38
Europe,Western Europe,Fishing,Same Day,135,0.5,50.37,1.48,53997.3,2971.28,-7543.82
Pacific Asia,West Asia,Cleats,First Class,135,1,95.56,2.96,24475.92,2933.71,-2321.79
Pacific Asia,West Asia,Women's Apparel,Second Class,135,2,80.74,0.74,21500,2250.21,-1969.84
USCA,US Center,Cleats,First Class,135,1,97.04,1.48,24715.88,3819.34,-1557.14
USCA,East of USA,Fishing,Second Class,134,1.9,73.88,0.75,53597.32,8528.37,-3772.46
Pacific Asia,Eastern Asia,Video Games,Standard Class,134,-0,38.81,3.73,5326.5,389.17,-731.26
Europe,Western Europe,Books,Standard Class,134,0.1,40.3,0.75,4164.72,373.74,-566.7
Pacific Asia,South Asia,Fishing,Second Class,133,2.1,77.44,2.26,53197.34,6016.99,-5569.61
Europe,Northern Europe,Water Sports,First Class,133,1,96.24,2.26,26748.67,2941.04,-2850.85
Pacific Asia,Oceania,Cardio Equipment,Second Class,132,1.9,78.03,0.76,39206.1,2945.11,-5323.68
Pacific Asia,South Asia,Cleats,First Class,132,1,95.45,1.52,23096.15,3530.24,-1960.72
USCA,East of USA,Cleats,First Class,131,1,95.42,3.05,23516.08,2046.6,-2815.38
Pacific Asia,Southeast Asia,Toys,Standard Class,131,-0.1,35.88,2.29,1511.74,204.95,-134.86
LATAM,Caribbean,Indoor/Outdoor Games,First Class,130,1,95.38,2.31,19692.12,2869.05,-1557.58
Pacific Asia,West Asia,Indoor/Outdoor Games,Second Class,130,2,73.85,1.54,19642.14,-332.1,-4226.59
USCA,East of USA,Water Sports,Second Class,129,1.9,71.32,4.65,25798.71,3070.56,-2911.31
Pacific Asia,Oceania,Camping & Hiking,Second Class,129,2,79.07,0.78,38697.42,3799.2,-4076.28
Pacific Asia,Oceania,Women's Apparel,First Class,129,1,93.02,4.65,19750,1815.26,-2345.86
Pacific Asia,West Asia,Men's Footwear,First Class,129,1,93.02,1.55,16768.71,1799.67,-1746.8
USCA,East of USA,Indoor/Outdoor Games,First Class,128,1,99.22,0.78,18692.52,2630.89,-1743.13
Pacific Asia,Southeast Asia,Water Sports,Second Class,127,2,71.65,1.57,25398.73,1219.44,-3749.27
LATAM,Caribbean,Cardio Equipment,Second Class,127,2.3,86.61,2.36,38626.17,3733.67,-4116.79
USCA,US Center,Men's Footwear,First Class,127,1,96.06,1.57,16508.73,1766.91,-1815.98
Pacific Asia,Eastern Asia,Indoor/Outdoor Games,Second Class,127,2,74.8,1.57,20391.84,1194.5,-3015.96
Europe,Western Europe,Water Sports,Same Day,126,0.4,42.06,1.59,25348.74,900.55,-4426.75
Pacific Asia,Eastern Asia,Women's Apparel,Second Class,126,2.2,76.98,4.76,18000,2553.15,-912.12
USCA,South of  USA,Cleats,Second Class,126,2.1,83.33,0,21956.34,2505.46,-2093.99
Africa,East Africa,Fishing,Standard Class,126,0,42.06,0.79,50397.48,3661.27,-6676.17
Pacific Asia,West Asia,Fishing,Second Class,125,1.8,79.2,0.8,49997.5,5705.99,-5926.51
Africa,Central Africa,Women's Apparel,Standard Class,124,0.1,41.94,1.61,19300,1608.45,-2373.59
Europe,Southern Europe,Cardio Equipment,Second Class,124,1.8,72.58,4.03,34326.6,1069.32,-5764.12
Pacific Asia,South Asia,Indoor/Outdoor Games,First Class,123,1,97.56,0.81,18092.76,1543.61,-2295.34
Africa,Central Africa,Men's Footwear,Standard Class,122,0.3,46.72,2.46,15858.78,2401.5,-1133
USCA,West of USA,Fishing,First Class,122,1,93.44,2.46,48797.56,1830.6,-7364.6
Africa,East Africa,Women's Apparel,Standard Class,122,0,39.34,4.92,18050,1910.9,-1875.31
Europe,Western Europe,Camping & Hiking,Same Day,122,0.5,52.46,3.28,36597.56,5302.04,-3161.36
LATAM,Caribbean,Camping & Hiking,Second Class,122,1.8,76.23,1.64,36597.56,1345.38,-5096.12
Africa,North Africa,Shop By Sport,Standard Class,120,0.1,41.67,3.33,13986.63,1745.65,-1134.93
LATAM,Caribbean,Shop By Sport,Second Class,120,2.1,77.5,0.83,15136.29,293.42,-2583.17
Pacific Asia,Southeast Asia,Women's Clothing,Standard Class,120,0.1,43.33,0.83,25898.4,4811.74,-1469.88
Europe,Southern Europe,Camping & Hiking,Second Class,120,1.7,70,3.33,35997.6,2135.17,-5652.16
Pacific Asia,Oceania,Electronics,Standard Class,120,0,34.17,1.67,13690.56,1611.2,-1224.45
Europe,Eastern Europe,Cleats,Second Class,120,2.1,79.17,1.67,21416.43,1869.28,-2696.2
Europe,Western Europe,Accessories,Standard Class,120,0,42.5,1.67,8446.62,1365.22,-516.81
Europe,Southern Europe,Camping & Hiking,First Class,119,1,95.8,1.68,35697.62,4653.93,-2990.2
USCA,US Center,Indoor/Outdoor Games,Second Class,118,2,75.42,0.85,18142.74,1372.07,-2407.38
Pacific Asia,Eastern Asia,Cleats,First Class,118,1,97.46,0,21776.37,2624.66,-2116.9
Pacific Asia,Southeast Asia,Camping & Hiking,Second Class,117,2.2,75.21,2.56,35097.66,5633.79,-2481.95
USCA,South of  USA,Men's Footwear,Second Class,117,2.1,80.34,2.56,15208.83,1261.42,-1931.18
USCA,US Center,Fishing,Second Class,117,1.9,75.21,3.42,46797.66,8645.2,-2473.36
Pacific Asia,Oceania,Fishing,First Class,117,1,90.6,5.13,46797.66,5438.01,-4349.15
Pacific Asia,South Asia,Video Games,Standard Class,117,0.1,38.46,0.85,4650.75,322.19,-579.04
Pacific Asia,Oceania,Shop By Sport,Second Class,116,2.1,77.59,0.86,14006.58,746.76,-2177.98
Pacific Asia,Southeast Asia,Water Sports,First Class,115,1,97.39,0.87,22998.85,1566.52,-3227.88
USCA,West of USA,Camping & Hiking,Second Class,115,2,75.65,1.74,34497.7,1408.17,-5316.58
USCA,West of USA,Cardio Equipment,Second Class,114,1.9,71.05,2.63,33476.7,3792.6,-2785.32
Pacific Asia,South Asia,Fishing,First Class,113,1,94.69,3.54,45197.74,3262,-5898.43
Africa,East Africa,Indoor/Outdoor Games,Standard Class,113,-0.1,36.28,1.77,17992.8,3125.95,-895.32
Pacific Asia,Southeast Asia,Electronics,Standard Class,113,0,43.36,0.88,12312.82,924.65,-1468.11
Pacific Asia,Eastern Asia,Water Sports,Second Class,112,2,81.25,1.79,22398.88,1497.53,-2911.83
LATAM,Caribbean,Water Sports,First Class,111,1,93.69,3.6,22198.89,1615.7,-2926.58
Pacific Asia,Southeast Asia,Cardio Equipment,Second Class,111,2.2,81.08,0.9,33566.67,-874.93,-7037.98
Africa,Central Africa,Indoor/Outdoor Games,Standard Class,111,-0.1,38.74,0,16543.38,1098.37,-2214.43
USCA,South of  USA,Women's Apparel,Second Class,110,1.9,78.18,1.82,16950,1940.53,-1840.82
Pacific Asia,Eastern Asia,Fishing,Second Class,110,2.3,86.36,0.91,43997.8,-1817.88,-9396.96
Pacific Asia,Oceania,Water Sports,First Class,110,1,91.82,4.55,21998.9,2887.27,-1350.12
LATAM,Caribbean,Fishing,First Class,108,1,95.37,1.85,43197.84,4132.73,-5681.05
Pacific Asia,West Asia,Indoor/Outdoor Games,First Class,108,1,94.44,0.93,16243.5,136.04,-3270.22
USCA,West of USA,Shop By Sport,Second Class,107,2.2,80.37,0.93,13826.64,2042.49,-1029.4
Europe,Southern Europe,Shop By Sport,Second Class,107,2,76.64,1.87,12676.86,1719,-1243.58
LATAM,South America,Men's Footwear,Same Day,107,0.5,46.73,0.93,13908.93,1587.89,-1290.05
USCA,US Center,Water Sports,Second Class,106,1.8,78.3,0.94,21198.94,1643.99,-2690.42
USCA,South of  USA,Indoor/Outdoor Games,Second Class,106,1.8,76.42,0.94,14944.02,1949.06,-1320.46
Pacific Asia,West Asia,Fishing,First Class,106,1,94.34,1.89,42397.88,4748.31,-4301.69
Africa,Southern Africa,Men's Footwear,Standard Class,105,-0,30.48,0,13648.95,2993.36,-303.76
Europe,Eastern Europe,Men's Footwear,Second Class,105,1.9,79.05,0,13648.95,1259.9,-1742.67
USCA,East of USA,Fishing,First Class,105,1,97.14,0.95,41997.9,4648.73,-4678.04
Pacific Asia,Eastern Asia,Camping & Hiking,Second Class,105,2.2,82.86,1.9,31497.9,3049.31,-3298.59
Pacific Asia,Eastern Asia,Men's Footwear,First Class,104,1,95.19,1.92,13518.96,1468.85,-1585.31
Pacific Asia,Eastern Asia,Women's Apparel,First Class,104,1,96.15,0.96,15750,2028.47,-1626.72
Africa,East Africa,Water Sports,Standard Class,104,-0,35.58,1.92,20798.96,3153.21,-1433.69
Pacific Asia,West Asia,Water Sports,Second Class,104,2.1,79.81,2.88,20798.96,1960.93,-2285.09
Pacific Asia,Oceania,Video Games,Standard Class,104,0.1,40.38,2.88,4134,257.81,-592.17
Europe,Southern Europe,Cardio Equipment,First Class,104,1,98.08,1.92,33266.7,4150.27,-3482.38
LATAM,South America,Cleats,Same Day,103,0.6,55.34,1.94,18716.88,3569.05,-1102.74
Europe,Western Europe,Cardio Equipment,Same Day,103,0.4,42.72,1.94,28777.14,1039.02,-4822.16
Africa,Central Africa,Fishing,Standard Class,103,0.1,43.69,1.94,41197.94,2337.14,-5415.49
USCA,US Center,Indoor/Outdoor Games,First Class,102,1,99.02,0.98,16293.48,2178.77,-1360.02
Europe,Northern Europe,Shop By Sport,Second Class,102,1.9,72.55,2.94,13096.85,2478.87,-668.95
Pacific Asia,Oceania,Camping & Hiking,First Class,102,1,93.14,4.9,30597.96,5382.54,-1335.74
Pacific Asia,South Asia,Electronics,Standard Class,102,0.4,51.96,1.96,12623.72,1795.47,-1217.77
Europe,Northern Europe,Camping & Hiking,First Class,101,1,95.05,1.98,30297.98,1401.56,-4743
USCA,East of USA,Water Sports,First Class,101,1,99.01,0,20198.99,2254.75,-2217.46
Pacific Asia,South Asia,Camping & Hiking,Second Class,101,2,78.22,1.98,30297.98,3024.41,-3259.37
Pacific Asia,Oceania,Women's Clothing,Standard Class,101,-0.2,31.68,0.99,21797.82,2639.39,-2233.16
LATAM,Central America,Girls' Apparel,Standard Class,99,0.1,40.4,1.01,13399.29,2302.9,-895.14
LATAM,Caribbean,Camping & Hiking,First Class,99,1,92.93,6.06,29698.02,3182.39,-3528.62
USCA,East of USA,Camping & Hiking,Second Class,98,2,74.49,2.04,29398.04,1741.08,-4342.77
USCA,West of USA,Water Sports,First Class,98,1,92.86,3.06,19599.02,662.36,-3357.14
Africa,Southern Africa,Cleats,Standard Class,98,0.1,38.78,1.02,16857.19,1548.34,-1747.43
Pacific Asia,West Asia,Water Sports,First Class,97,1,97.94,1.03,19399.03,2964.77,-1281.14
USCA,US Center,Camping & Hiking,Second Class,97,1.9,75.26,1.03,29098.06,4987.56,-2070.55
LATAM,South America,Accessories,Standard Class,97,-0.2,31.96,2.06,7147.14,1212.8,-430.72
USCA,Canada,Cleats,Standard Class,96,-0.3,27.08,2.08,17097.15,1941.66,-1601.56
Africa,West Africa,Men's Footwear,Second Class,96,2.1,80.21,1.04,12479.04,1643.71,-1047.93
Pacific Asia,South Asia,Water Sports,First Class,96,1,98.96,0,19199.04,1243.8,-2540.14
LATAM,Central America,Shop By Sport,Same Day,96,0.4,40.63,2.08,12047.08,1347.56,-1016.66
Pacific Asia,West Asia,Camping & Hiking,Second Class,96,1.8,69.79,5.21,28798.08,2871.27,-3609.57
Pacific Asia,Eastern Asia,Indoor/Outdoor Games,First Class,96,1,94.79,0,14444.22,1897.68,-1034.95
Europe,Western Europe,Shop By Sport,Same Day,96,0.5,47.92,4.17,11157.31,404.29,-1827.73
LATAM,Central America,Camping & Hiking,Same Day,95,0.5,48.42,3.16,28498.1,2623.57,-2825.73
Europe,Eastern Europe,Indoor/Outdoor Games,Second Class,95,1.5,62.11,0,14944.02,886.24,-2175.52
LATAM,Central America,Golf Gloves,Standard Class,95,0,34.74,1.05,10167.47,1488.34,-876.21
USCA,US Center,Fishing,First Class,95,1,100,0,37998.1,4593.31,-3551.8
LATAM,Central America,Trade-In,Standard Class,94,-0.3,35.11,3.19,7443.3,433.74,-735.88
Europe,Western Europe,Kids' Golf Clubs,Standard Class,94,0.1,35.11,2.13,26453.24,1854.8,-3446.52
Pacific Asia,South Asia,Shop By Sport,Second Class,93,2,77.42,0,10677.36,1546.21,-738.64
LATAM,Caribbean,Electronics,Standard Class,93,-0.1,31.18,3.23,9630.54,722.48,-1239.43
Pacific Asia,Southeast Asia,Cardio Equipment,First Class,93,1,97.85,1.08,28697.16,1866.31,-3574.63
Africa,East Africa,Cardio Equipment,Standard Class,93,0.2,45.16,3.23,30806.94,1645.71,-3904.62
USCA,South of  USA,Cleats,First Class,93,1,97.85,2.15,16137.31,2397.8,-1162.22
Pacific Asia,Eastern Asia,Garden,Standard Class,93,-0,39.78,3.23,49529.94,2883.19,-7500.18
Europe,Western Europe,Golf Balls,Standard Class,93,0.1,38.71,5.38,4639.34,565.2,-394.71
Pacific Asia,South Asia,Camping & Hiking,First Class,93,1,97.85,1.08,27898.14,2363.43,-3761.21
USCA,West of USA,Electronics,Standard Class,92,0.2,40.22,4.35,11889.11,1690.62,-1045.02
Europe,Southern Europe,Shop By Sport,First Class,92,1,97.83,1.09,10237.47,1651.12,-835.42
Pacific Asia,Southeast Asia,Shop By Sport,Second Class,92,1.8,75,1.09,10537.44,746.31,-1316.36
Pacific Asia,Southeast Asia,Shop By Sport,First Class,91,1,95.6,4.4,10547.4,607.9,-1581.01
Pacific Asia,Oceania,Cardio Equipment,First Class,91,1,93.41,5.49,27447.27,1100.33,-4462.56
Africa,North Africa,Cleats,Second Class,91,1.9,72.53,2.2,16797.2,819.72,-2396.22
Africa,East Africa,Camping & Hiking,Standard Class,91,0,39.56,1.1,27298.18,3648.83,-2819.48
Africa,West Africa,Women's Apparel,Second Class,91,2,81.32,0,13500,-241.19,-2858.19
Europe,Eastern Europe,Cleats,First Class,91,1,94.51,2.2,17217.13,1362.65,-2310.28
USCA,East of USA,Shop By Sport,Second Class,91,1.9,80.22,0,11047.29,1794.36,-766.42
Europe,Northern Europe,Cardio Equipment,First Class,90,1,96.67,2.22,27517.26,1671.21,-3898.24
Africa,West Africa,Cleats,Second Class,89,1.8,70.79,1.12,16197.3,2015.89,-1758.96
Europe,Eastern Europe,Women's Apparel,First Class,89,1,93.26,1.12,13000,1281.83,-1284.35
Africa,West Africa,Indoor/Outdoor Games,Second Class,89,2.1,75.28,0,13094.76,835.32,-1733.79
USCA,East of USA,Camping & Hiking,First Class,88,1,88.64,5.68,26398.24,2456.1,-3364.93
USCA,West of USA,Camping & Hiking,First Class,88,1,95.45,2.27,26398.24,2622.55,-2797.43
USCA,East of USA,Shop By Sport,First Class,87,1,96.55,2.3,10187.49,680.17,-1303.79
LATAM,Central America,Electronics,First Class,87,1,95.4,1.15,10000.39,659.66,-1525.51
Europe,Western Europe,Cameras,First Class,87,1,91.95,2.3,39327.48,5538.67,-3463.2
USCA,East of USA,Cardio Equipment,Second Class,86,1.8,68.6,1.16,26997.33,3000.39,-2884.74
Pacific Asia,Eastern Asia,Fishing,First Class,86,1,94.19,1.16,34398.28,2801.27,-4313.22
LATAM,Caribbean,Cardio Equipment,First Class,86,1,95.35,2.33,25697.43,4672.37,-1220.89
Pacific Asia,West Asia,Cardio Equipment,Second Class,86,1.9,77.91,1.16,24247.59,2558.42,-2124.66
Africa,Southern Africa,Indoor/Outdoor Games,Standard Class,86,0.2,40.7,2.33,12495,1179.93,-1021.71
Europe,Western Europe,Golf Gloves,Standard Class,86,0.2,45.35,1.16,14337.98,1199.29,-1949.8
Pacific Asia,South Asia,Cardio Equipment,First Class,84,1,97.62,0,23307.69,981.2,-3850.86
USCA,East of USA,Electronics,Standard Class,84,-0.1,36.9,2.38,10413.41,1481.94,-919.33
Pacific Asia,South Asia,Women's Clothing,Standard Class,84,0,38.1,0,18128.88,2326.42,-1885.1
Europe,Eastern Europe,Women's Apparel,Second Class,83,1.8,73.49,0,12450,994.69,-1624.17
USCA,US Center,Cardio Equipment,Second Class,83,2.1,77.11,1.2,24317.58,2479.54,-2623.14
Africa,Central Africa,Water Sports,Standard Class,83,0.3,44.58,1.2,16599.17,3184.51,-867.63
LATAM,South America,Women's Apparel,Same Day,83,0.5,48.19,3.61,11100,2393.09,-489.05
LATAM,Central America,Electronics,Second Class,82,1.9,76.83,0,9396.57,790.77,-1144.52
Pacific Asia,South Asia,Cardio Equipment,Second Class,82,2.2,76.83,0,25267.5,407.35,-4038.07
Africa,Central Africa,Camping & Hiking,Standard Class,82,0.1,43.9,3.66,24598.36,380.49,-4531.73
Africa,West Africa,Fishing,Second Class,82,2,78.05,2.44,32798.36,4509.45,-2529.96
Pacific Asia,Southeast Asia,Camping & Hiking,First Class,82,1,98.78,1.22,24598.36,2595.95,-2858.63
Pacific Asia,South Asia,Shop By Sport,First Class,82,1,97.56,0,10207.47,347.06,-1587
Pacific Asia,Eastern Asia,Shop By Sport,Second Class,81,2.1,77.78,1.23,8707.86,1229.56,-643.95
Africa,Southern Africa,Women's Apparel,Standard Class,81,-0.1,35.8,2.47,11700,1505.33,-1071.31
LATAM,South America,Camping & Hiking,Same Day,81,0.5,51.85,0,24298.38,3320.79,-1644.72
Africa,Southern Africa,Fishing,Standard Class,81,0.1,39.51,4.94,32398.38,4903.27,-2677.4
Pacific Asia,West Asia,Shop By Sport,Second Class,80,2.1,78.75,1.25,9257.76,1713.19,-555.54
